veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
1.82,0.517453799,1,1,758.7099991,STNWG,4,M,D,2
2.7,0.676249144,0,0,0,SEDAN,1,M,A,5
1.61,0.323066393,0,0,0,HBACK,2,F,D,5
1.47,0.676249144,0,0,0,UTE,4,F,A,4
0.29,0.17522245,0,0,0,HBACK,4,F,C,5
0.97,0.45174538,1,1,22405.43994,TRUCK,4,M,D,6
0.89,0.323066393,0,0,0,HBACK,3,F,A,4
1.55,0.323066393,0,0,0,SEDAN,2,F,A,3
1.86,0.479123888,0,0,0,SEDAN,1,M,A,1
1.98,0.851471595,0,0,0,HBACK,1,F,A,3
2.99,0.791238878,0,0,0,TRUCK,3,M,E,5
3.59,0.807665982,0,0,0,STNWG,2,M,A,3
2.32,0.772073922,0,0,0,HBACK,1,F,A,4
2.38,0.6954141,0,0,0,STNWG,3,F,C,4
1.47,0.388774812,0,0,0,TRUCK,4,M,A,2
0.89,0.388774812,0,0,0,SEDAN,3,F,D,3
1.69,0.191649555,0,0,0,SEDAN,4,F,E,6
1.38,0.481861739,0,0,0,UTE,3,F,C,6
4.03,0.481861739,0,0,0,STNWG,1,F,C,3
1.33,0.517453799,0,0,0,SEDAN,3,F,C,4
10,0.481861739,0,0,0,SEDAN,3,F,C,4
3,0.481861739,0,0,0,STNWG,3,F,D,2
2.39,0.804928131,0,0,0,HDTOP,2,M,B,4
1.46,0.427104723,0,0,0,SEDAN,3,M,A,1
1.44,0.1724846,0,0,0,SEDAN,2,F,A,5
2.67,0.386036961,0,0,0,SEDAN,1,M,B,3
1.31,0.804928131,0,0,0,HBACK,2,F,C,5
1.62,0.134154689,0,0,0,HBACK,2,M,B,1
0.53,0.1724846,0,0,0,SEDAN,4,M,B,5
1.74,0.813141684,0,0,0,STNWG,4,M,D,6
1.15,0.473648186,0,0,0,STNWG,3,M,C,4
0.73,0.813141684,0,0,0,SEDAN,4,M,C,4
0.67,0.810403833,0,0,0,UTE,4,M,D,6
0.96,0.810403833,0,0,0,UTE,4,F,D,5
1.29,0.186173854,0,0,0,SEDAN,3,M,A,4
1.89,0.813141684,0,0,0,SEDAN,3,M,C,5
1.98,0.030116359,0,0,0,SEDAN,1,F,A,6
2.13,0.813141684,0,0,0,SEDAN,3,M,A,4
0.93,0.813141684,0,0,0,HBACK,3,F,A,5
1.72,0.815879535,0,0,0,SEDAN,3,M,C,4
0.93,0.813141684,0,0,0,SEDAN,3,F,B,3
0.58,0.815879535,0,0,0,TRUCK,4,F,D,5
1.48,0.210814511,0,0,0,HBACK,1,F,C,2
0.68,0.188911704,0,0,0,HBACK,4,F,B,4
1.95,0.188911704,0,0,0,SEDAN,2,F,B,5
0.99,0.810403833,1,1,840.8399963,SEDAN,4,F,A,4
2.02,0.750171116,0,0,0,HBACK,2,F,C,4
1.74,0.169746749,0,0,0,HBACK,2,M,A,2
1.18,0.021902806,0,0,0,SEDAN,3,F,C,2
0.87,0.810403833,0,0,0,HBACK,3,F,A,4
2.52,0.183436003,0,0,0,TRUCK,3,M,E,2
0.83,0.810403833,0,0,0,SEDAN,4,F,A,2
1.5,0.019164956,0,0,0,STNWG,3,F,C,4
1.37,0.810403833,0,0,0,SEDAN,3,F,B,5
2.05,0.785763176,0,0,0,STNWG,2,F,C,6
2.5,0.13963039,0,0,0,STNWG,2,F,C,3
2.66,0.750171116,1,2,2888.809994,SEDAN,1,M,A,2
2.15,0.386036961,0,0,0,SEDAN,4,M,A,4
0.9,0.101300479,0,0,0,SEDAN,3,F,D,4
0.7,0.788501027,0,0,0,SEDAN,4,F,C,2
0.43,0.898015058,0,0,0,UTE,4,M,C,2
1.15,0.569472964,0,0,0,SEDAN,3,F,B,4
1.24,0.802190281,0,0,0,HBACK,2,F,A,3
1.36,0.114989733,0,0,0,HBACK,1,M,E,1
3.19,0.783025325,0,0,0,STNWG,1,M,A,1
1.68,0.377823409,0,0,0,HBACK,1,F,C,3
1.67,0.024640657,0,0,0,HBACK,3,M,B,4
0.88,0.197125257,0,0,0,HBACK,3,F,A,2
0.69,0.221765914,0,0,0,SEDAN,4,M,B,3
0.58,0.859685147,0,0,0,SEDAN,4,M,B,1
1.56,0.747433265,0,0,0,HBACK,2,F,C,2
1.75,0.065708419,0,0,0,HBACK,1,F,C,5
4.3,0.060232717,0,0,0,TRUCK,1,M,D,6
1.16,0.999315537,0,0,0,STNWG,4,M,B,5
1.21,0.065708419,0,0,0,HBACK,3,M,C,6
0.38,0.856947296,0,0,0,SEDAN,4,F,B,6
1.77,0.93908282,1,1,696.6899996,STNWG,2,M,C,5
2.35,0.377823409,0,0,0,HBACK,2,F,A,4
0.69,0.062970568,0,0,0,SEDAN,4,F,C,4
2.63,0.065708419,0,0,0,STNWG,2,M,C,5
0.4,0.062970568,0,0,0,HBACK,4,F,C,6
1.51,0.895277207,0,0,0,HBACK,2,M,A,3
0.58,0.377823409,0,0,0,SEDAN,4,F,B,3
0.44,0.060232717,0,0,0,SEDAN,4,F,C,4
1.85,0.065708419,0,0,0,UTE,1,M,B,4
1.27,0.807665982,0,0,0,HBACK,1,M,B,6
0.39,0.807665982,1,1,2333.769997,SEDAN,4,M,C,6
1.47,0.065708419,0,0,0,HBACK,1,F,E,3
0.93,0.807665982,0,0,0,HBACK,3,F,A,4
2.93,0.287474333,0,0,0,STNWG,1,M,E,5
0.31,0.060232717,0,0,0,SEDAN,4,M,A,5
1.47,0.287474333,0,0,0,SEDAN,3,M,E,2
1.4,0.065708419,0,0,0,SEDAN,2,M,D,6
1.88,0.566735113,0,0,0,SEDAN,1,M,B,4
1.08,0.060232717,0,0,0,STNWG,3,F,A,4
0.87,0.065708419,0,0,0,HBACK,3,F,C,2
1.22,0.065708419,0,0,0,STNWG,3,M,C,3
1.7,0.062970568,0,0,0,SEDAN,2,F,A,4
1.35,0.936344969,0,0,0,UTE,4,F,D,2
0.96,0.065708419,0,0,0,SEDAN,3,M,C,6
1.32,0.213552361,0,0,0,UTE,4,M,C,1
2.65,0.213552361,1,1,989.6399994,SEDAN,1,F,D,5
1.74,0.585900068,0,0,0,STNWG,4,M,A,3
2.64,0.128678987,0,0,0,STNWG,2,M,A,3
2.2,0.892539357,0,0,0,SEDAN,1,F,F,2
3.22,0.884325804,0,0,0,STNWG,1,M,B,1
0.69,0.895277207,0,0,0,HBACK,4,F,B,4
2.31,0.654346338,0,0,0,STNWG,2,M,C,2
1.01,0.785763176,0,0,0,STNWG,4,M,C,3
1.91,0.112251882,1,1,726.4299984,HBACK,2,F,A,4
0.39,0.136892539,0,0,0,HBACK,4,M,A,5
2.98,0.862422998,0,0,0,STNWG,3,M,C,2
2.73,0.372347707,0,0,0,UTE,3,M,F,2
1.08,0.804928131,0,0,0,SEDAN,4,M,A,6
1.24,0.167008898,0,0,0,HBACK,2,F,B,4
7.56,0.021902806,0,0,0,STNWG,1,M,E,5
0.84,0.758384668,0,0,0,SEDAN,3,M,B,3
1.85,0.804928131,0,0,0,HBACK,2,F,B,3
1.34,0.804928131,0,0,0,STNWG,4,F,E,2
1.51,0.804928131,0,0,0,HBACK,3,F,C,3
1.4,0.167008898,0,0,0,STNWG,4,M,C,3
1.24,0.334017796,0,0,0,SEDAN,3,F,B,5
0.34,0.375085558,0,0,0,SEDAN,4,F,E,3
1.2,0.783025325,0,0,0,HBACK,2,F,A,3
1.76,0.563997262,0,0,0,SEDAN,2,M,A,6
1.01,0.736481862,0,0,0,SEDAN,3,M,C,6
1.17,0.815879535,0,0,0,STNWG,4,M,F,3
2.39,0.783025325,0,0,0,STNWG,3,F,B,2
3.81,0.678986995,0,0,0,UTE,1,M,A,6
1.47,0.736481862,0,0,0,HBACK,1,F,A,4
1.47,0.320328542,0,0,0,HBACK,2,M,A,6
1.56,0.320328542,0,0,0,SEDAN,3,M,E,4
0.38,0.320328542,0,0,0,HBACK,4,F,C,6
1.94,0.320328542,0,0,0,SEDAN,2,M,A,6
4.66,0.320328542,0,0,0,STNWG,1,M,D,5
2.09,0.06844627,0,0,0,SEDAN,2,F,F,2
0.75,0.320328542,0,0,0,SEDAN,4,F,E,5
1.86,0.106776181,0,0,0,HBACK,2,F,B,3
1.12,0.728268309,0,0,0,UTE,4,M,C,4
1.89,0.440793977,0,0,0,SEDAN,2,F,A,2
0.99,0.057494867,0,0,0,HBACK,3,M,C,6
0.99,0.057494867,0,0,0,UTE,4,F,E,4
0.8,0.057494867,0,0,0,HBACK,3,F,C,3
2.54,0.700889802,0,0,0,TRUCK,3,M,C,2
0.72,0.13963039,0,0,0,HBACK,3,M,B,5
2.21,0.093086927,0,0,0,STNWG,2,M,D,3
1.29,0.640657084,0,0,0,SEDAN,3,F,A,6
1.17,0.684462697,0,0,0,HBACK,2,F,A,2
3.92,0.736481862,0,0,0,UTE,1,M,C,3
0.73,0.509240246,0,0,0,HBACK,3,F,D,4
0.73,0.892539357,0,0,0,HBACK,3,F,A,4
0.96,0.098562628,0,0,0,HBACK,3,F,B,1
3.72,0.216290212,0,0,0,STNWG,2,M,C,2
1.64,0.435318275,0,0,0,SEDAN,3,M,C,3
1.31,0.783025325,0,0,0,HBACK,1,F,A,3
1.25,0.514715948,0,0,0,HBACK,1,F,A,6
1.13,0.514715948,0,0,0,HBACK,3,F,C,5
1.56,0.443531828,0,0,0,SEDAN,1,M,C,3
0.46,0.514715948,0,0,0,HBACK,4,F,C,4
0.88,0.514715948,0,0,0,TRUCK,4,F,E,1
1.03,0.106776181,0,0,0,STNWG,3,F,D,1
0.86,0.514715948,0,0,0,HBACK,3,F,C,5
4.149,0.596851472,0,0,0,STNWG,1,M,D,4
1.17,0.484599589,0,0,0,STNWG,4,F,C,2
1.4,0.514715948,0,0,0,HBACK,1,F,A,4
4.48,0.514715948,0,0,0,TRUCK,1,M,F,2
2.64,0.783025325,0,0,0,UTE,3,F,E,3
1.26,0.317590691,0,0,0,STNWG,3,F,C,4
0.85,0.317590691,0,0,0,HBACK,3,M,C,3
1.61,0.317590691,0,0,0,HBACK,2,F,B,4
2.09,0.48733744,0,0,0,SEDAN,2,F,A,6
0.55,0.317590691,0,0,0,SEDAN,4,F,B,5
0.64,0.681724846,0,0,0,UTE,4,M,E,4
2.59,0.131416838,0,0,0,SEDAN,1,M,C,2
1.1,0.106776181,0,0,0,HBACK,2,F,F,4
1.76,0.164271047,0,0,0,SEDAN,2,F,B,5
1.97,0.164271047,0,0,0,STNWG,3,M,F,3
1.05,0.511978097,0,0,0,SEDAN,3,M,A,4
1.84,0.511978097,0,0,0,STNWG,4,M,D,4
1.89,0.054757016,0,0,0,SEDAN,2,F,D,4
1.26,0.944558522,0,0,0,SEDAN,4,M,A,2
1.78,0.73100616,0,0,0,STNWG,2,M,C,3
0.72,0.054757016,0,0,0,SEDAN,4,M,C,2
2.09,0.062970568,0,0,0,SEDAN,1,M,C,5
1.11,0.054757016,0,0,0,SEDAN,3,F,C,4
0.61,0.106776181,0,0,0,UTE,4,M,E,2
2.72,0.131416838,0,0,0,STNWG,1,F,F,3
0.91,0.161533196,0,0,0,SEDAN,3,M,A,4
0.82,0.314852841,0,0,0,SEDAN,4,F,A,4
0.82,0.539356605,0,0,0,HBACK,4,F,C,2
1.35,0.131416838,0,0,0,SEDAN,3,F,D,3
1.03,0.106776181,0,0,0,HBACK,2,M,C,2
0.7,0.651608487,1,1,5763.179977,SEDAN,4,M,C,2
0.92,0.55578371,0,0,0,SEDAN,3,F,B,4
1.36,0.372347707,0,0,0,HBACK,1,F,C,3
0.45,0.999315537,0,0,0,SEDAN,4,F,A,5
2,0.339493498,0,0,0,HBACK,1,F,D,1
1.71,0.845995893,0,0,0,STNWG,4,M,F,6
1.3,0.369609856,0,0,0,SEDAN,3,F,C,5
1.73,0.895277207,0,0,0,HBACK,1,F,B,3
1.32,0.328542095,0,0,0,HBACK,2,F,D,3
0.66,0.20807666,0,0,0,UTE,4,F,A,2
2.19,0.999315537,0,0,0,TRUCK,4,F,D,5
1.99,0.539356605,1,1,200,SEDAN,2,M,B,2
3.32,0.424366872,0,0,0,STNWG,2,M,C,4
1.42,0.774811773,0,0,0,STNWG,4,M,D,3
1.16,0.999315537,0,0,0,STNWG,4,F,C,2
0.37,0.128678987,0,0,0,SEDAN,4,F,A,6
2.234,0.635181383,1,1,1940.919998,HBACK,1,F,B,3
1.42,0.774811773,0,0,0,HBACK,1,F,A,2
1.03,0.114989733,0,0,0,SEDAN,3,F,B,5
5.499,0.73100616,0,0,0,STNWG,1,M,D,4
1.12,0.577686516,0,0,0,HBACK,2,F,C,1
1.45,0.114989733,0,0,0,SEDAN,3,F,C,2
2.05,0.73100616,0,0,0,SEDAN,1,F,C,4
0.87,0.221765914,0,0,0,HBACK,3,F,B,1
3.1,0.369609856,0,0,0,UTE,2,M,D,2
1.85,0.769336071,1,2,1414.109999,SEDAN,2,F,D,2
2.52,0.156057495,0,0,0,STNWG,3,M,A,6
1.04,0.774811773,0,0,0,HBACK,2,F,C,2
1.84,0.205338809,0,0,0,SEDAN,3,F,A,3
1.6,0.774811773,1,1,920.1500015,SEDAN,1,F,C,4
4,0.369609856,0,0,0,STNWG,2,F,E,5
1.27,0.128678987,0,0,0,UTE,3,M,C,3
1.82,0.101300479,0,0,0,UTE,3,F,D,2
1.56,0.807665982,0,0,0,SEDAN,1,F,A,1
2.14,0.364134155,0,0,0,SEDAN,1,F,B,4
0.37,0.873374401,0,0,0,SEDAN,4,M,A,2
0,0.210814511,0,0,0,STNWG,4,M,D,2
3.52,0.536618754,0,0,0,UTE,2,M,F,3
2.5,0.580424367,0,0,0,SEDAN,1,F,B,2
1.01,0.153319644,0,0,0,HBACK,3,F,B,3
1.59,0.098562628,0,0,0,STNWG,2,F,E,3
2.65,0.585900068,0,0,0,SEDAN,1,F,C,5
1.79,0.197125257,0,0,0,HDTOP,3,M,A,4
1.01,0.197125257,0,0,0,HDTOP,4,M,A,5
1.89,0.407939767,0,0,0,SEDAN,2,M,C,1
2.19,0.802190281,0,0,0,SEDAN,2,F,C,6
0.62,0.421629021,0,0,0,HBACK,4,F,C,2
1.36,0.147843943,0,0,0,HBACK,1,M,A,3
1.71,0.706365503,0,0,0,HBACK,1,F,D,3
0.73,0.802190281,0,0,0,HBACK,3,M,A,2
1.78,0.802190281,0,0,0,SEDAN,2,F,B,6
2.29,0.366872006,0,0,0,SEDAN,1,F,A,3
0.85,0.227241615,0,0,0,SEDAN,4,F,B,2
1.23,0.772073922,0,0,0,HBACK,3,F,B,4
4.85,0.153319644,0,0,0,STNWG,2,M,C,2
0.5,0.533880904,0,0,0,HBACK,4,M,A,4
1.79,0.750171116,0,0,0,STNWG,4,F,A,2
0.83,0.366872006,0,0,0,SEDAN,4,M,C,4
0.68,0.366872006,0,0,0,HBACK,3,M,A,4
1.01,0.145106092,0,0,0,HBACK,3,F,A,3
0.77,0.153319644,0,0,0,HBACK,3,M,C,4
0.61,0.45174538,0,0,0,HBACK,4,F,A,3
1.43,0.366872006,0,0,0,HBACK,1,F,E,5
2.15,0.848733744,0,0,0,SEDAN,2,M,B,6
1.49,0.79945243,0,0,0,SEDAN,2,F,A,6
1.01,0.199863108,0,0,0,HDTOP,4,M,C,4
3.08,0.79945243,0,0,0,STNWG,2,M,C,2
3.15,0.79945243,1,1,5137.519989,STNWG,2,F,F,5
5.699,0.980150582,0,0,0,STNWG,1,M,E,3
1.57,0.161533196,0,0,0,HBACK,2,M,C,3
1.4,0.251882272,0,0,0,HBACK,1,M,C,5
1.36,0.229979466,0,0,0,UTE,4,M,F,2
1.59,0.271047228,0,0,0,SEDAN,2,F,D,2
1.22,0.186173854,0,0,0,STNWG,3,F,A,6
2.11,0.722792608,0,0,0,SEDAN,1,F,C,4
1.25,0.120465435,0,0,0,SEDAN,3,M,B,2
0.8,0.120465435,0,0,0,STNWG,4,F,C,4
1.35,0.481861739,0,0,0,SEDAN,3,M,C,1
1.94,0.413415469,0,0,0,HBACK,2,F,D,2
2.45,0.722792608,0,0,0,UTE,3,F,E,2
0.35,0.813141684,0,0,0,STNWG,4,F,C,3
7.32,0.722792608,0,0,0,STNWG,1,M,E,1
1.36,0.848733744,1,1,484.6699991,HBACK,2,F,A,3
1.97,0.150581793,0,0,0,STNWG,3,F,D,2
1.61,0.533880904,0,0,0,SEDAN,2,F,A,4
1.28,0.052019165,0,0,0,HBACK,3,F,C,3
2.25,0.052019165,0,0,0,STNWG,3,M,C,4
1.25,0.052019165,0,0,0,STNWG,4,M,B,6
4,0.999315537,0,0,0,STNWG,3,F,E,6
0.7,0.5229295,0,0,0,SEDAN,4,M,C,5
0.28,0.052019165,0,0,0,SEDAN,4,F,A,4
0.82,0.052019165,0,0,0,STNWG,4,M,C,6
1.21,0.052019165,0,0,0,SEDAN,3,F,A,4
1.7,0.947296372,0,0,0,SEDAN,2,F,A,5
1.59,0.052019165,0,0,0,STNWG,2,F,D,2
1.51,0.052019165,0,0,0,SEDAN,2,M,C,5
2.06,0.878850103,0,0,0,UTE,4,M,A,4
1.76,0.878850103,0,0,0,STNWG,2,M,C,4
1.13,0.503764545,0,0,0,STNWG,3,M,B,6
3.53,0.503764545,0,0,0,TRUCK,2,M,C,4
0.88,0.509240246,0,0,0,SEDAN,4,M,C,4
1.89,0.490075291,0,0,0,SEDAN,3,F,B,5
3.72,0.503764545,0,0,0,STNWG,2,M,B,4
1.6,0.769336071,0,0,0,SEDAN,3,M,B,5
0.53,0.495550993,0,0,0,HBACK,4,F,F,1
2.08,0.375085558,0,0,0,TRUCK,3,M,E,4
0.51,0.372347707,0,0,0,UTE,4,M,D,5
3.94,0.476386037,0,0,0,SEDAN,3,F,B,4
0.68,0.229979466,0,0,0,HBACK,4,F,B,2
1.28,0.095824778,0,0,0,SEDAN,3,F,A,4
2.099,0.229979466,0,0,0,HBACK,1,F,C,3
0.69,0.229979466,0,0,0,HBACK,4,F,A,3
1.32,0.095824778,0,0,0,HBACK,1,M,C,4
3.43,0.769336071,0,0,0,HBACK,2,F,C,4
0.37,0.325804244,1,1,870.7199993,SEDAN,4,M,B,5
2.58,0.358658453,1,1,339.5100002,STNWG,3,F,A,2
1.26,0.45174538,0,0,0,SEDAN,2,M,A,4
1.21,0.492813142,0,0,0,SEDAN,3,F,A,3
1.06,0.503764545,0,0,0,SEDAN,3,F,B,3
0.46,0.024640657,0,0,0,SEDAN,4,F,E,4
1.4,0.235455168,0,0,0,UTE,4,M,A,2
2.39,0.503764545,1,1,502.8499994,STNWG,3,M,A,2
0.44,0.049281314,0,0,0,SEDAN,4,M,A,2
1.8,0.950034223,0,0,0,STNWG,4,M,B,4
0.72,0.473648186,0,0,0,HBACK,3,F,D,4
1.2,0.142368241,0,0,0,STNWG,4,M,C,3
0.87,0.167008898,1,1,562.6699991,HBACK,3,F,C,2
1.47,0.093086927,0,0,0,SEDAN,2,F,C,2
1.25,0.720054757,0,0,0,HDTOP,4,M,E,2
0.54,0.095824778,0,0,0,SEDAN,4,M,C,3
1.03,0.309377139,0,0,0,HBACK,3,M,B,6
1.31,0.314852841,0,0,0,SEDAN,3,F,C,6
3.22,0.31211499,0,0,0,STNWG,2,F,B,5
2.99,0.714579055,0,0,0,STNWG,3,F,A,6
3.83,0.314852841,0,0,0,STNWG,2,M,A,5
1.75,0.095824778,0,0,0,SEDAN,1,F,E,3
1.37,0.31211499,0,0,0,HBACK,3,F,B,4
0.68,0.314852841,0,0,0,HBACK,3,F,C,6
1.12,0.016427105,0,0,0,SEDAN,3,M,A,5
3.1,0.095824778,0,0,0,STNWG,1,F,B,2
0.37,0.31211499,0,0,0,SEDAN,4,M,C,3
1.22,0.684462697,0,0,0,SEDAN,3,F,C,6
0.45,0.309377139,0,0,0,SEDAN,4,F,A,6
1.8,0.687200548,0,0,0,SEDAN,2,M,A,2
1.25,0.309377139,0,0,0,SEDAN,2,M,B,3
0.78,0.314852841,0,0,0,HBACK,3,M,C,5
1.45,0.117727584,0,0,0,HBACK,2,F,B,3
1.25,0.473648186,0,0,0,UTE,4,F,D,2
0.41,0.314852841,0,0,0,SEDAN,4,M,C,3
1.19,0.388774812,0,0,0,STNWG,4,M,C,2
1,0.309377139,0,0,0,HBACK,2,M,C,3
1,0.31211499,0,0,0,HBACK,2,F,C,2
1.19,0.309377139,0,0,0,UTE,4,M,E,5
1.76,0.093086927,0,0,0,SEDAN,2,M,A,4
1.77,0.473648186,0,0,0,STNWG,3,F,F,2
1.83,0.908966461,0,0,0,SEDAN,2,M,C,3
1.42,0.501026694,0,0,0,HBACK,1,F,A,4
1.63,0.501026694,0,0,0,STNWG,2,M,E,6
1.28,0.501026694,0,0,0,HBACK,2,F,B,4
2.3,0.454483231,0,0,0,HDTOP,3,F,B,4
0.94,0.424366872,0,0,0,HBACK,3,F,A,5
2,0.501026694,0,0,0,HBACK,2,F,A,5
2.36,0.073921971,0,0,0,STNWG,3,F,B,2
1.19,0.501026694,0,0,0,STNWG,4,F,D,2
1,0.501026694,0,0,0,SEDAN,3,F,A,5
3.34,0.501026694,0,0,0,STNWG,3,F,D,4
1.96,0.440793977,1,1,1349.159996,STNWG,4,F,B,2
1.72,0.355920602,0,0,0,SEDAN,1,F,C,5
9.95,0.473648186,0,0,0,SEDAN,2,M,A,3
2.31,0.473648186,0,0,0,SEDAN,2,F,C,3
1.74,0.410677618,0,0,0,SEDAN,3,M,C,3
2.78,0.355920602,0,0,0,UTE,2,F,A,3
0.39,0.057494867,0,0,0,HBACK,4,F,C,4
1.05,0.544832307,0,0,0,STNWG,3,F,C,2
1.41,0.13963039,0,0,0,HBACK,2,F,D,5
2.82,0.544832307,0,0,0,STNWG,1,F,C,5
1.9,0.473648186,0,0,0,HBACK,1,F,B,5
1.86,0.002737851,0,0,0,SEDAN,1,M,C,4
1.46,0.752908967,1,1,331.9799981,HBACK,1,F,B,1
1.91,0.093086927,0,0,0,STNWG,2,F,B,2
1.03,0.355920602,0,0,0,SEDAN,3,M,B,3
3.04,0.246406571,1,1,404.0999999,HDTOP,1,F,C,2
3.65,0.407939767,0,0,0,STNWG,1,M,A,3
1.48,0.24366872,0,0,0,HBACK,3,F,F,2
1.84,0.306639288,0,0,0,SEDAN,2,M,A,4
2.05,0.692676249,0,0,0,SEDAN,1,F,A,6
0.54,0.410677618,0,0,0,HBACK,4,F,C,4
1.46,0.041067762,0,0,0,TRUCK,4,M,E,1
1.25,0.544832307,0,0,0,TRUCK,3,M,C,6
0.72,0.52019165,0,0,0,HBACK,3,M,C,5
6.359,0.454483231,0,0,0,STNWG,1,F,A,2
4.7,0.755646817,0,0,0,STNWG,1,F,A,5
0.92,0.59137577,0,0,0,HBACK,3,M,D,3
1.63,0.164271047,0,0,0,SEDAN,1,F,B,4
1.04,0.407939767,0,0,0,STNWG,3,F,C,2
3.15,0.087611225,0,0,0,HDTOP,2,M,F,5
0.44,0.145106092,0,0,0,SEDAN,4,M,A,4
1.75,0.854209446,0,0,0,SEDAN,2,F,D,1
4.03,0.498288843,0,0,0,STNWG,2,M,C,4
2.64,0.498288843,0,0,0,SEDAN,1,F,E,6
1.36,0.114989733,0,0,0,TRUCK,4,M,B,3
1.14,0.498288843,0,0,0,SEDAN,3,M,B,6
2.95,0.071184121,0,0,0,STNWG,2,F,C,5
2.67,0.109514032,0,0,0,STNWG,3,M,C,3
0.5,0.353182752,0,0,0,SEDAN,4,F,E,2
1.53,0.114989733,0,0,0,TRUCK,1,M,A,4
1.48,0.999315537,0,0,0,HBACK,3,F,C,5
1.32,0.101300479,0,0,0,HBACK,1,F,B,3
1.23,0.114989733,0,0,0,HBACK,1,F,B,4
1.46,0.752908967,0,0,0,HBACK,1,M,A,4
1.26,0.673511294,0,0,0,HBACK,1,F,D,1
1,0.303901437,0,0,0,HBACK,3,F,B,6
0.73,0.303901437,0,0,0,SEDAN,4,F,C,6
2.16,0.6954141,0,0,0,SEDAN,2,F,C,2
0.68,0.303901437,0,0,0,STNWG,4,F,C,4
2.58,0.533880904,0,0,0,HDTOP,1,F,A,4
1.36,0.517453799,0,0,0,HBACK,2,F,A,4
1.88,0.791238878,0,0,0,STNWG,4,M,E,6
1.78,0.563997262,0,0,0,HBACK,2,M,A,6
1.3,0.752908967,0,0,0,HBACK,1,F,C,6
1.06,0.791238878,0,0,0,STNWG,3,F,C,4
1.51,0.205338809,0,0,0,SEDAN,3,M,C,6
1.02,0.202600958,0,0,0,HBACK,3,M,A,5
1.55,0.501026694,0,0,0,SEDAN,3,F,D,3
1.82,0.459958932,0,0,0,SEDAN,1,F,B,2
2.62,0.791238878,0,0,0,STNWG,3,F,D,2
2.49,0.796714579,0,0,0,TRUCK,3,F,E,5
2.15,0.793976728,0,0,0,UTE,3,M,A,6
1.04,0.793976728,0,0,0,HBACK,2,M,B,4
1.2,0.714579055,0,0,0,SEDAN,4,M,A,4
6.05,0.791238878,0,0,0,STNWG,1,F,C,1
0.5,0.353182752,0,0,0,STNWG,4,F,B,5
0.41,0.793976728,0,0,0,SEDAN,4,F,D,5
1.01,0.791238878,1,1,917.1199989,SEDAN,3,M,A,3
0.8,0.793976728,0,0,0,HBACK,3,F,B,2
1.95,0.796714579,0,0,0,STNWG,4,M,B,3
1.73,0.205338809,0,0,0,STNWG,4,F,A,3
1.6835,0.999315537,0,0,0,HBACK,1,F,B,4
2,0.791238878,1,1,200,SEDAN,2,M,C,3
3.06,0.752908967,0,0,0,STNWG,2,F,A,2
1.98,0.273785079,0,0,0,HBACK,2,F,B,4
1.24,0.188911704,0,0,0,HBACK,3,M,C,4
0.94,0.120465435,0,0,0,SEDAN,3,M,A,6
1.16,0.353182752,0,0,0,SEDAN,3,F,C,5
1.3,0.714579055,1,1,322.03,HBACK,2,F,B,1
2.9,0.183436003,0,0,0,UTE,2,M,A,3
1.39,0.999315537,0,0,0,TRUCK,4,M,B,3
1.4,0.714579055,0,0,0,SEDAN,4,M,A,3
1.84,0.750171116,0,0,0,SEDAN,2,M,F,3
0.31,0.084873374,0,0,0,SEDAN,4,F,A,2
2.23,0.161533196,0,0,0,SEDAN,1,F,D,4
1.17,0.536618754,0,0,0,SEDAN,3,M,A,1
0.75,0.136892539,0,0,0,HBACK,3,F,A,3
3.74,0.462696783,0,0,0,UTE,1,M,C,2
0.64,0.750171116,0,0,0,HBACK,4,F,D,4
1.27,0.221765914,0,0,0,SEDAN,2,M,A,6
2.67,0.788501027,0,0,0,SEDAN,1,M,A,4
0.73,0.788501027,0,0,0,SEDAN,4,M,C,6
1.93,0.788501027,0,0,0,SEDAN,2,F,A,3
1.92,0.210814511,0,0,0,HDTOP,3,F,A,2
5.236,0.999315537,0,0,0,STNWG,1,F,A,4
0.68,0.788501027,0,0,0,HBACK,4,F,A,4
3.34,0.711841205,0,0,0,STNWG,3,M,B,5
6.42,0.711841205,0,0,0,SEDAN,1,F,A,2
1.98,0.002737851,0,0,0,SEDAN,1,M,C,4
0.82,0.350444901,0,0,0,HBACK,4,M,A,4
0.35,0.136892539,0,0,0,STNWG,4,M,C,5
1.55,0.183436003,0,0,0,HDTOP,3,M,E,3
1.36,0.292950034,0,0,0,HBACK,2,F,C,2
3.4,0.750171116,0,0,0,HBACK,2,F,A,2
0.77,0.711841205,0,0,0,SEDAN,4,F,B,5
1.3,0.254620123,0,0,0,HBACK,2,F,C,2
1.25,0.249144422,0,0,0,SEDAN,4,F,B,2
1.84,0.109514032,1,1,200,SEDAN,4,F,A,1
0.71,0.098562628,0,0,0,SEDAN,4,F,C,3
5.34,0.711841205,0,0,0,STNWG,1,F,D,5
1.549,0.34770705,0,0,0,HBACK,1,F,C,4
1.26,0.999315537,0,0,0,HBACK,2,F,A,2
1.22,0.668035592,0,0,0,HBACK,3,F,A,2
2.73,0.692676249,0,0,0,STNWG,3,M,E,3
0.38,0.744695414,0,0,0,UTE,4,F,D,4
